420555.2613,520974.2141
421049.3903,517757.5015
421202.8722,515997.8595
420822.689,515389.8484
420319.0643,514987.6182
416994.9003,514931.0799
415870.0462,514452.4122
408208.0053,515626.3949
404054.4304,509938.5362
404236.7338,508504.398
404014.5835,507921.9583
403343.3155,506951.5897
403195.5731,506077.7059
402415.6057,503265.0826
402595.2406,494878.4348
403498.8589,492835.0339
402246.6475,492031.0084
401892.4097,491671.5225
401587.0691,491311.9791
400882.4152,489013.4074
402863.341,488145.5661
404983.3211,488091.6924
409931.7143,486112.4225
412279.3137,480954.222
412106.3095,480577.3663
411989.4788,476170.1601
412143.258,474659.0002
412013.159,474050.7352
410262.4355,469919.4297
408798.5335,467767.2801
408230.4735,466608.2017
407788.9785,465426.1391
407600.8123,464363.7746
407664.8554,462364.2584
407543.0337,461456.0664
407363.7898,460667.9017
406691.7786,459217.5831
406577.5935,457383.9221
406659.1901,455641.4584
407038.1445,454792.7238
407575.724,454269.4515
410932.7854,453072.0852
413060.9214,451673.2503
415111.9636,450845.8118
416962.5266,447930.6664
416975.8254,446753.8642
413494.9603,445214.7179
412207.6734,444356.2024
411325.7348,443063.1451
409859.4139,438757.2418
408683.4529,437096.0142
407025.2842,433958.5468
404457.2027,427794.2732
397018.3961,416702.1035
395791.8082,413898.4209
395399.5,413196.1633
393398.8463,410850.3418
392845.5193,410368.2061
391729.8224,406441.8294
390841.6424,405217.3872
389820.048,403141.8734
388975.3307,397001.4374
389045.0142,394899.0167
388919.6255,393468.0729
388008.0333,392003.701
387341.1787,390519.0687
386129.7373,388777.9484
385361.9862,387236.2964
384936.6889,385477.1758
383744.258,382776.2569
383041.9368,380557.5412
382986.0631,376912.7264
382666.2697,374210.8387
381291.9428,371210.1604
382590.9445,368515.0889
383338.78,367511.6685
383642.8893,366368.7571
383198.5369,365657.9631
382420.196,365093.2034
381759.6322,364234.103
381375.0074,362829.1193
381164.0152,356765.0134
380073.458,355232.2214
375892.1965,356753.5189
368830.2459,358315.4537
367122.7357,359003.0371
363052.9225,361993.112
360000.4941,362948.1688
349063.091,363776.6243
344141.0569,364780.4518
342154.6258,365751.7408
339845.7472,366852.1085
337363.9719,364024.5213
336924.9066,363245.2213
337263.4143,362259.0857
338840.0712,360779.7775
339204.6637,359879.3289
339060.7614,355977.0003
338611.7108,354252.0629
337670.0724,352607.8109
336469.7901,351449.5994
335276.1892,350945.6207
332457.3833,350383.9988
331033.0195,349743.249
330323.0075,348947.1835
329259.0938,346563.1359
328545.9202,345595.6494
326808.6659,343889.6926
325447.0998,344857.3902
324911.6385,345203.8929
324205.9916,345436.3717
323369.9678,345206.2048
322813.3135,344881.3357
322400.6219,344479.1085
322169.5642,344136.6057
321941.5576,343905.5251
321759.6319,343657.2323
321519.3362,342929.033
321198.9805,342612.3782
320611.055,342578.984
319749.8889,342888.8646
318852.3929,343927.3813
317996.111,345508.7089
317287.1254,345455.5263
316842.6931,345044.7875
316429.658,344445.4262
315849.5725,343906.3261
314961.2658,343453.4252
313477.4683,343661.4832
311432.9746,344650.4863
308972.5231,346783.1315
303109.0193,350747.4552
301696.4061,352095.6983
298068.3035,345575.6479
296061.5339,343416.0311
295239.2312,342894.5403
294480.7318,342604.3955
293341.7057,342269.1977
291528.4338,342040.9205
289543.0378,342275.8952
286308.3237,343373.2969
279841.2747,346800.1435
278637.4265,347282.5164
278384.2856,347540.1924
278246.5489,347857.6619
277959.0884,348252.5765
276135.0611,349947.8673
275363.5247,350403.7483
269954.0491,352080.5233
264776.5665,353042.6928
262723.5896,352678.2426
260413.1221,351877.0801
258522.3226,350549.1818
257830.4391,350507.7593
256934.4791,350741.1453
256245.2152,350579.6876
255378.7036,349758.386
254893.6667,349399.29
253972.0111,348412.3314
252851.4442,347428.6487
252377.9544,347086.6753
251485.2573,346179.676
